event,round,rank,lane,athlete_name,athlete_number,affiliation,record,note,competition,date,venue
女子対校4x100mR,決勝,,,龍　葵RYU　Aoi(5):1569,和歌山県立医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,5,5,佐藤-伊藤-鳥居-田村,浜松医科大,52.26,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,佐藤　陽菜SATO　Haruna(1):52425,浜松医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,伊藤　花梨ITO　Karin(3):52427,浜松医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,鳥居　芽生TORII　Mei(3):52130,浜松医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,田村　早樹子TAMURA　Sakiko(1):52426,浜松医科大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,6,7,横関-川野-赤堀-縫部,広島大,53.10,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,横関　結YOKOZEKI　Yui(2):71087,広島大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,川野　柚奈KAWANO　Yuna(2):71088,広島大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,赤堀　志帆AKAHORI　Shiho(3):71084,広島大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校4x100mR,決勝,,,縫部　愛菜NUIBE　Mana(2):71086,広島大,,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走高跳,決勝,順位,Ord.,氏名,所属,記録,備考,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走高跳,決勝,1,3,鰐部　茜(2):52146,名古屋大,1.52,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走高跳,決勝,2,5,多和　蒼唯(2):724,大阪公立大,1.49,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走高跳,決勝,3,6,杉本　美咲(4):3603,香川大,1.49,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走高跳,決勝,4,2,宇城　那月(3):2015,富山大,1.35,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走高跳,決勝,5,1,谷本　花音(3):60977,滋賀医科大,1.30,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走高跳,決勝,6,4,兼子　真維(5):71111,高知大,1.25,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走高跳,決勝,-,7,神野　結心(3):1155,愛媛大,DNS,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走幅跳,決勝,順位,Ord.,氏名,所属,記録,備考,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走幅跳,決勝,1,4,金井　雪乃(3):2005,富山大,5.13 (+1.4),,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走幅跳,決勝,2,8,間伏　杏莉(2):848,関西医科大,4.97 (+1.6),,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走幅跳,決勝,3,7,福原　恵実(2):725,大阪公立大,4.88 (-1.9),,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走幅跳,決勝,4,5,伊藤　花宝(6):5151,三重大,4.83 (+0.1),,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走幅跳,決勝,5,14,森　絢音(2):2184,名古屋大,4.78 (+1.0),,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走幅跳,決勝,6,9,田中　巴那(1):61078,大阪大,w4.73 (+2.1),公認:4.69(1.0),,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走幅跳,決勝,7,15,山本　紫織(2):5143,三重大,4.73 (+1.2),,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走幅跳,決勝,8,6,山口　紗季(4):844,関西医科大,4.69 (+0.3),,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走幅跳,決勝,9,12,藤本　怜花(1):3520,名古屋大,4.27 (-1.0),,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走幅跳,決勝,10,3,近藤　心響(3):846,関西医科大,4.24 (-0.6),,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走幅跳,決勝,11,11,田伊能　菜月(1):1421,愛媛大,4.22 (-3.1),,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走幅跳,決勝,12,13,古東　千明(3):2181,名古屋大,4.22 (-2.6),,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走幅跳,決勝,13,16,黒須　萌花(4):71116,高知大,4.04 (+0.9),,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走幅跳,決勝,14,2,渡邉　悠莉香(2):2397,藤田医科大,3.96 (-0.9),,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走幅跳,決勝,-,1,岸　惠麻(3):71118,高知大,DNS,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校走幅跳,決勝,-,10,上廣　彩香(2):1148,愛媛大,DNS,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校砲丸投,決勝,順位,Ord.,氏名,所属,記録,備考,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校砲丸投,決勝,1,1,西堂　心菜(1):61047,滋賀医科大,9.92,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校砲丸投,決勝,2,3,冨永　実里(1):1108,大阪公立大,9.50,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校砲丸投,決勝,3,4,梶　まりあ(4):52129,浜松医科大,9.06,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校砲丸投,決勝,4,2,佐々木　星奈(4):71090,広島大,7.97,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校砲丸投,決勝,5,5,新谷　桃花(1):1070,関西医科大,7.65,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校砲丸投,決勝,6,6,田中　智帆(2):1221,徳島大,7.51,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校砲丸投,決勝,7,7,上廣　彩香(2):1148,愛媛大,7.50,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校砲丸投,決勝,8,9,小林　萌花(4):2014,富山大,6.71,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校砲丸投,決勝,9,13,朝日　佑奈(4):5146,三重大,6.52,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校砲丸投,決勝,10,11,鎌田　唯希(1):1420,愛媛大,5.99,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校砲丸投,決勝,11,12,和氣　由依(5):71109,高知大,5.69,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校砲丸投,決勝,12,8,坂田　華子(3):71121,高知大,5.54,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校砲丸投,決勝,13,10,川崎　涼(3):1154,愛媛大,5.45,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校円盤投,決勝,順位,Ord.,氏名,所属,記録,備考,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校円盤投,決勝,1,3,梶　まりあ(4):52129,浜松医科大,30.17,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校円盤投,決勝,2,5,佐々木　星奈(4):71090,広島大,22.12,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校円盤投,決勝,3,4,小林　萌花(4):2014,富山大,19.71,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校円盤投,決勝,4,6,田中　智帆(2):1221,徳島大,17.28,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校円盤投,決勝,5,2,松井　歩未(5):3523,名古屋大,16.43,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校円盤投,決勝,-,1,鹿谷　美海(3):52020,岐阜大,DNS,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校やり投,決勝,順位,Ord.,氏名,所属,記録,備考,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校やり投,決勝,1,7,神野　ほのか(1):61074,大阪大,40.37,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校やり投,決勝,2,6,間伏　杏莉(2):848,関西医科大,35.41,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校やり投,決勝,3,5,金井　雪乃(3):2005,富山大,35.19,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校やり投,決勝,4,2,冨永　実里(1):1108,大阪公立大,33.92,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校やり投,決勝,4,9,佐々木　星奈(4):71090,広島大,33.92,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校やり投,決勝,6,4,梶　まりあ(4):52129,浜松医科大,30.81,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校やり投,決勝,7,18,田中　智帆(2):1221,徳島大,29.42,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校やり投,決勝,8,19,�盒供，呂�(3):71119,高知大,28.79,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校やり投,決勝,9,15,松本　実桜(1):5955,三重大,28.62,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校やり投,決勝,10,8,宮下　実羽(5):879,奈良県立医科大,25.85,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校やり投,決勝,11,10,細田　詩乃(2):52034,愛知医科大,25.76,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校やり投,決勝,12,3,宮本　莉子(4):2395,藤田医科大,23.35,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校やり投,決勝,13,11,鰐部　茜(2):52146,名古屋大,23.09,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校やり投,決勝,14,17,小林　萌花(4):2014,富山大,18.81,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校やり投,決勝,15,13,加藤　藍(2):52032,愛知医科大,18.50,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校やり投,決勝,16,14,鹿谷　美海(3):52020,岐阜大,17.78,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校やり投,決勝,17,1,森　絢音(2):2184,名古屋大,17.21,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校やり投,決勝,18,20,松井　歩未(5):3523,名古屋大,15.02,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校やり投,決勝,19,16,橋本　真結(4):1594,和歌山県立医科大,12.10,,,,2025年6月29日,皇子山総合運動公園陸上競技場
女子対校やり投,決勝,-,12,堀　真弥子(4):52016,岐阜大,DNS,,,,2025年6月29日,皇子山総合運動公園陸上競技場
